student_id,mean_attendance,std_attendance,mean_assignment,std_assignment,mean_midterm,std_midterm,mean_final,std_final,mean_gpa,std_gpa,gpa_range,mean_study_hours,std_study_hours,max_gpa_drop,attendance_score_corr,avg_extracurricular,has_part_time,inconsistency_label
STU20200185,87.35,2.86,54.5,5.31,54.3,2.65,53.88,5.73,2.17,0.14,0.44,18.12,1.1,0.27,0.54,1.5,1,0
STU20230186,77.03,4.6,85.18,5.65,83.5,5.25,83.82,5.8,3.36,0.18,0.47,15.45,0.92,0.2,0.35,2.33,1,0
STU20220187,90.13,3.63,76.43,4.73,79.6,8.29,79.0,5.01,3.14,0.21,0.58,18.37,1.05,0.08,0.51,1.5,1,0
STU20200188,90.45,13.51,80.27,19.19,67.02,12.45,71.3,21.76,2.88,0.38,1.0,14.4,7.34,0.81,-0.04,1.83,1,1
STU20210189,83.88,3.01,74.42,4.58,73.53,3.65,71.08,3.27,2.91,0.14,0.39,15.03,2.46,0.37,0.5,2.33,1,0
STU20230190,77.83,2.91,61.58,6.44,58.25,4.56,60.27,3.39,2.4,0.15,0.44,11.47,1.48,0.44,0.02,3.5,1,0
STU20230191,90.97,8.95,70.58,12.48,58.62,17.29,70.42,25.41,2.65,0.56,1.59,10.38,7.52,0.84,0.59,2.83,1,1
STU20200192,82.95,5.0,96.72,3.33,96.9,3.59,96.35,5.89,3.86,0.17,0.46,19.13,2.07,0.03,0.69,2.83,1,0
STU20230193,72.67,5.81,80.63,6.22,78.07,4.99,76.57,6.2,3.12,0.2,0.6,11.95,1.26,0.12,0.63,4.17,1,0
STU20210194,84.48,3.23,64.83,1.32,64.28,3.99,64.07,4.46,2.58,0.09,0.28,20.95,1.64,0.19,-0.34,2.5,1,0
STU20210195,85.77,3.93,81.13,3.84,81.98,6.18,79.48,3.0,3.23,0.14,0.43,12.88,2.02,0.24,0.06,3.17,0,0
STU20220196,74.25,11.91,75.67,13.67,66.17,24.69,77.87,25.16,2.93,0.51,1.69,11.43,3.94,1.69,-0.65,3.17,1,1
STU20210197,86.65,2.94,64.77,3.19,67.35,5.88,65.05,3.33,2.63,0.1,0.25,18.68,1.49,0.22,0.78,1.83,0,0
STU20230198,80.97,1.91,100.0,0.0,100.0,0.0,100.0,0.0,4.0,0.0,0.0,22.35,1.83,0.0,0.0,1.5,1,0
STU20230199,81.2,2.71,68.22,4.83,66.17,5.41,66.42,5.24,2.67,0.07,0.2,8.85,2.58,0.13,0.34,2.33,1,0
STU20230200,93.38,7.52,54.77,20.55,37.0,9.34,60.5,29.27,2.03,0.51,1.41,0.57,1.18,1.41,-0.19,2.33,1,1
STU20220201,65.63,6.7,86.47,15.67,88.65,11.81,93.47,14.61,3.6,0.37,1.04,21.02,8.9,0.37,0.2,2.67,1,1
STU20220202,90.82,6.36,63.6,3.98,69.3,4.15,63.93,7.13,2.63,0.2,0.55,12.68,1.36,0.27,0.89,3.0,0,0
STU20230203,84.27,5.41,97.5,2.49,98.65,1.36,96.68,2.07,3.9,0.05,0.14,24.75,0.65,0.08,0.13,2.83,1,0
STU20220204,84.18,4.53,79.4,4.02,77.4,6.43,81.0,7.26,3.18,0.13,0.38,16.27,2.51,0.2,-0.08,2.0,0,0
STU20220205,69.0,3.61,95.88,4.04,95.8,5.72,93.92,6.1,3.8,0.17,0.42,13.93,1.99,0.09,-0.23,2.33,1,0
STU20230206,64.02,3.89,65.5,4.38,68.3,5.03,68.33,3.63,2.7,0.13,0.39,10.23,2.4,0.03,0.24,2.33,1,0
STU20200207,82.58,4.99,73.3,2.52,76.27,4.4,71.73,5.32,2.95,0.1,0.28,15.62,2.04,0.16,0.39,3.0,1,0
STU20210208,81.77,13.55,82.72,15.03,62.47,22.22,80.05,27.04,2.98,0.37,1.2,10.55,6.47,0.87,-0.55,2.0,1,1
STU20230209,83.28,2.95,80.92,5.07,82.43,3.42,80.22,5.29,3.25,0.12,0.32,17.93,0.92,0.27,-0.29,2.33,1,0
STU20220210,85.63,3.62,81.13,5.41,81.13,6.07,83.1,5.09,3.28,0.13,0.36,13.47,1.53,0.36,0.33,2.0,1,0
STU20220211,89.12,3.72,60.6,3.38,62.78,3.21,59.5,3.51,2.44,0.09,0.27,13.33,3.63,0.12,0.58,2.33,1,0
STU20210212,74.15,6.78,56.4,5.57,57.28,3.56,55.95,2.82,2.26,0.09,0.3,17.33,1.93,0.11,0.74,2.17,1,0
STU20220213,98.2,2.38,92.88,4.07,94.85,3.2,92.72,4.57,3.74,0.08,0.24,9.28,1.15,0.06,0.66,1.17,0,0
STU20220214,93.45,4.95,82.77,4.89,84.77,4.93,80.05,8.24,3.3,0.17,0.48,15.73,2.49,0.0,0.22,3.17,1,0
STU20200215,81.48,14.03,54.32,20.16,57.5,15.18,45.72,28.05,2.08,0.73,2.07,13.63,2.62,2.07,-0.74,1.5,1,1
STU20200216,77.17,2.2,55.52,3.41,55.45,3.52,55.43,1.83,2.22,0.1,0.28,25.48,2.59,0.28,-0.44,2.17,1,0
STU20220217,85.15,5.16,86.08,5.02,85.3,2.25,84.75,5.22,3.41,0.09,0.27,9.68,1.78,0.17,0.45,2.33,1,0
STU20230218,73.42,4.54,80.98,3.01,81.13,4.32,82.15,7.14,3.26,0.16,0.54,11.25,1.69,0.04,0.4,1.83,0,0
STU20230219,85.12,2.03,74.08,2.15,72.97,4.05,72.93,5.16,2.93,0.11,0.31,15.82,1.76,0.28,-0.32,2.33,1,0
STU20220220,74.43,11.1,62.15,16.3,61.83,28.61,73.42,18.37,2.66,0.56,1.65,16.23,6.67,0.84,-0.01,3.83,1,1
STU20220221,72.15,3.11,79.55,5.24,79.77,5.27,79.62,4.31,3.19,0.07,0.16,15.52,2.37,0.14,0.45,2.5,1,0
STU20210222,75.18,2.4,61.35,5.88,60.58,5.65,62.18,1.7,2.46,0.12,0.4,28.6,0.95,0.03,0.28,2.0,1,0
STU20200223,73.02,11.73,33.22,14.01,50.6,23.47,41.27,26.12,1.7,0.63,1.99,5.15,6.38,1.42,0.1,2.17,0,1
STU20230224,94.37,3.96,60.05,4.26,61.55,8.57,65.48,5.26,2.51,0.21,0.67,13.7,1.42,0.36,0.2,2.67,1,0
STU20200225,81.67,4.21,90.13,4.55,91.23,6.52,89.77,5.26,3.62,0.18,0.55,12.17,1.35,0.19,0.95,2.0,1,0
STU20210226,64.4,4.23,44.93,6.03,45.68,5.15,45.37,6.16,1.81,0.17,0.5,21.68,1.78,0.07,0.3,2.33,1,0
STU20230227,74.33,22.92,83.25,19.88,73.42,17.97,69.95,14.05,2.98,0.54,1.52,5.37,3.25,0.94,0.54,3.17,0,1
STU20220228,92.65,3.14,68.45,3.21,69.6,7.3,65.95,3.78,2.71,0.09,0.27,9.2,1.45,0.15,-0.09,3.33,1,0
STU20210229,79.0,4.37,63.63,4.07,62.55,7.2,65.2,7.36,2.56,0.2,0.61,10.8,0.99,0.42,0.52,2.33,1,0
STU20220230,74.7,2.64,70.07,3.89,73.18,3.53,70.73,4.18,2.86,0.11,0.34,13.8,2.55,0.11,-0.34,1.33,1,0
STU20210231,71.18,6.46,94.87,9.03,73.55,23.17,87.42,13.17,3.38,0.35,1.01,6.75,5.94,0.44,-0.41,2.67,1,1
STU20210232,80.93,8.65,42.18,12.91,33.5,24.27,47.22,19.61,1.65,0.62,1.68,12.18,6.2,1.32,-0.55,3.0,1,1
STU20230233,77.9,6.25,81.97,5.42,83.1,4.88,88.28,4.45,3.4,0.18,0.56,8.57,2.08,0.26,0.47,2.5,1,0
STU20200234,81.68,4.42,77.8,4.47,77.47,3.92,75.37,4.1,3.07,0.14,0.44,14.77,2.49,0.14,0.7,2.5,1,0
STU20210235,91.73,3.7,57.07,4.45,53.87,3.72,52.65,4.16,2.17,0.14,0.44,18.55,2.3,0.34,0.25,3.33,0,0
STU20210236,78.93,1.86,55.68,6.68,59.98,2.89,60.77,4.74,2.37,0.13,0.39,10.53,1.27,0.16,-0.07,3.17,1,0
STU20220237,78.88,20.64,65.95,25.36,62.73,25.12,79.68,14.29,2.82,0.75,2.13,15.25,5.58,0.67,0.12,2.33,1,1
STU20200238,83.73,3.41,65.53,3.87,64.67,5.07,64.72,2.23,2.6,0.08,0.24,9.65,0.59,0.17,0.04,2.5,1,0
STU20200239,76.85,3.18,71.77,5.9,71.93,5.37,71.87,3.9,2.87,0.14,0.41,14.07,1.41,0.4,-0.28,2.67,1,0
STU20210240,93.8,3.46,100.0,0.0,100.0,0.0,100.0,0.0,4.0,0.0,0.0,17.57,2.02,0.0,0.0,2.67,0,0
STU20210241,76.1,21.01,72.28,20.6,78.32,22.81,89.22,18.68,3.25,0.5,1.38,8.15,7.13,0.75,-0.11,2.83,1,1
STU20200242,90.52,7.61,71.22,18.04,59.73,21.46,65.67,18.25,2.6,0.27,0.78,15.37,5.27,0.27,0.75,2.33,1,1
STU20230243,70.53,19.53,76.27,25.61,69.6,24.44,72.1,28.21,2.89,0.68,1.97,13.48,2.63,0.25,-0.59,2.33,1,1
STU20230244,64.48,2.72,60.2,3.14,59.08,3.46,59.33,2.22,2.38,0.07,0.19,18.42,2.86,0.19,0.69,1.33,1,0
STU20230245,69.02,3.34,64.88,3.57,58.58,4.36,61.48,7.6,2.45,0.19,0.57,21.5,1.03,0.14,0.42,2.5,0,0
STU20210246,84.22,3.12,70.3,5.21,70.57,7.07,73.1,5.1,2.86,0.19,0.52,20.35,1.74,0.28,-0.04,2.33,1,0
STU20210247,75.45,3.34,71.18,5.25,72.12,7.27,67.22,5.51,2.8,0.14,0.45,14.92,0.86,0.19,0.52,2.67,1,0
STU20200248,72.78,6.42,78.62,4.83,79.53,3.57,75.97,2.29,3.12,0.11,0.29,12.73,1.2,0.29,0.19,2.83,1,0
STU20220249,56.92,13.66,77.88,21.36,68.55,22.47,73.4,20.26,2.91,0.42,1.24,12.18,6.63,0.65,0.69,1.67,0,1
STU20230250,83.07,2.85,68.63,2.44,72.02,6.46,68.72,4.7,2.8,0.18,0.51,22.08,2.1,0.03,0.34,3.67,1,0
STU20200251,75.02,4.18,57.92,7.87,57.47,6.88,59.62,4.22,2.34,0.14,0.39,20.73,2.4,0.39,0.21,0.83,1,0
STU20200252,79.57,3.27,64.55,6.02,63.4,7.92,66.72,3.02,2.6,0.19,0.61,9.18,1.99,0.2,-0.27,2.17,1,0
STU20210253,92.0,3.66,66.2,5.29,65.43,4.42,71.3,5.03,2.72,0.14,0.44,23.93,2.85,0.22,0.7,1.33,0,0
STU20210254,82.13,8.18,80.75,16.84,62.68,27.61,74.78,16.77,2.88,0.58,1.59,17.33,8.38,1.07,-0.28,3.67,1,1
STU20210255,81.05,2.93,75.67,2.83,82.08,5.18,74.37,4.49,3.1,0.13,0.39,13.08,1.46,0.05,-0.14,3.0,1,0
STU20210256,96.78,2.85,69.47,3.2,66.87,2.19,71.4,6.88,2.77,0.16,0.52,20.8,1.79,0.29,0.72,2.83,0,0
STU20230257,79.28,2.99,50.02,5.57,47.93,6.9,50.15,5.18,1.97,0.22,0.68,23.05,1.2,0.31,-0.29,2.33,0,0
STU20230258,86.48,2.28,72.27,6.66,72.12,3.85,73.27,4.4,2.9,0.15,0.47,12.8,1.25,0.22,-0.33,2.5,1,0
STU20210259,61.32,25.2,70.7,15.35,76.98,24.27,89.52,14.94,3.22,0.37,1.13,14.22,6.97,0.71,-0.45,2.83,0,1
STU20220260,65.55,4.0,59.4,5.31,62.2,4.49,60.42,3.08,2.43,0.11,0.31,11.38,1.11,0.27,-0.75,3.17,1,0
STU20230261,70.2,1.43,82.1,3.59,86.13,3.19,84.58,6.14,3.38,0.12,0.34,9.8,1.54,0.25,0.47,2.5,1,0
STU20210262,82.15,2.41,58.3,4.78,52.88,2.78,54.33,2.77,2.19,0.04,0.12,16.6,1.36,0.05,-0.4,2.67,1,0
STU20220263,87.07,3.1,83.07,2.52,84.53,5.18,80.78,5.39,3.31,0.14,0.43,13.15,1.16,0.23,0.59,2.67,1,0
STU20220264,78.05,4.07,91.27,6.3,91.67,4.59,92.67,4.54,3.68,0.15,0.38,23.87,2.63,0.14,0.56,2.83,1,0
STU20200265,86.97,11.48,57.0,31.91,36.13,19.34,68.05,23.54,2.17,0.52,1.22,4.02,3.38,1.0,0.0,2.0,1,1
STU20230266,95.87,2.45,87.22,2.41,91.5,5.32,84.77,3.08,3.51,0.1,0.28,14.72,1.77,0.12,-0.4,3.67,1,0
STU20220267,81.62,14.17,50.2,19.84,32.62,17.37,51.68,27.49,1.78,0.7,2.11,18.9,2.47,1.15,-0.31,3.17,1,1
STU20220268,68.13,4.92,74.23,3.41,73.2,4.24,72.85,3.8,2.93,0.13,0.33,15.95,1.3,0.14,0.3,3.17,1,0
STU20200269,74.75,1.96,66.85,3.19,70.65,6.5,64.57,7.26,2.69,0.17,0.49,11.83,1.25,0.26,0.52,2.0,1,0
STU20210270,88.52,5.2,61.88,2.42,69.43,3.87,67.53,3.65,2.67,0.12,0.32,13.7,1.85,0.26,0.64,2.5,0,0
STU20210271,89.88,4.78,86.22,4.48,84.23,5.22,85.98,3.84,3.42,0.12,0.34,16.13,1.65,0.15,0.93,2.0,1,0
STU20230272,82.37,12.21,52.65,27.29,48.93,18.23,69.25,24.4,2.32,0.52,1.62,13.78,5.04,1.15,0.29,2.83,1,1
STU20230273,86.48,1.97,69.83,3.55,68.65,5.3,69.07,3.88,2.76,0.13,0.38,14.53,2.1,0.36,0.29,3.5,1,0
STU20210274,95.3,1.85,69.3,4.63,66.07,2.94,61.8,4.79,2.61,0.1,0.29,12.8,1.85,0.12,0.71,2.0,1,0
STU20230275,75.77,23.5,59.32,22.39,49.1,19.2,62.28,17.55,2.28,0.31,0.93,22.45,6.96,0.93,0.49,3.17,1,1
STU20200276,96.92,4.2,70.58,3.99,70.35,5.24,68.58,4.62,2.79,0.1,0.31,14.15,1.45,0.19,-0.3,3.33,1,0
STU20230277,84.6,10.03,74.0,21.05,82.75,19.36,77.58,16.76,3.14,0.59,1.74,1.95,3.69,0.98,-0.33,2.0,0,1
STU20220278,98.4,1.87,83.87,2.31,81.95,6.14,82.8,4.27,3.31,0.15,0.49,17.12,1.91,0.06,0.67,2.67,1,0
STU20220279,73.35,23.21,94.67,9.23,83.7,20.04,84.42,17.54,3.47,0.5,1.48,15.97,10.77,1.41,0.5,1.67,1,1
STU20200280,88.73,1.96,65.77,5.59,64.35,5.05,62.72,5.01,2.56,0.1,0.3,22.6,1.9,0.3,0.21,2.67,1,0
STU20200281,81.28,2.51,60.13,2.16,54.38,2.48,56.23,5.42,2.26,0.1,0.27,20.67,1.7,0.26,-0.48,3.17,1,0
STU20230282,98.47,1.89,88.65,3.85,86.23,6.34,88.75,8.9,3.52,0.23,0.65,4.28,1.74,0.59,0.19,3.0,1,0
STU20200283,75.02,19.29,62.4,18.01,62.98,30.13,65.0,21.7,2.54,0.48,1.52,22.7,7.31,1.05,0.45,2.0,0,1
STU20230284,77.28,4.23,75.4,6.17,78.5,3.46,79.8,6.89,3.13,0.15,0.41,15.67,1.54,0.26,0.41,2.17,0,0
STU20210285,85.17,3.27,76.4,4.34,77.18,3.33,76.1,3.38,3.06,0.1,0.3,7.02,2.7,0.3,-0.05,1.83,1,0
STU20220286,65.68,11.08,46.95,22.81,38.9,26.58,43.1,27.12,1.7,0.54,1.48,17.22,7.15,0.43,-0.76,2.5,1,1
STU20230287,92.15,4.83,77.03,5.01,77.83,3.53,76.62,2.86,3.08,0.08,0.21,13.65,0.77,0.09,0.72,3.0,0,0
STU20230288,74.55,4.56,68.35,4.69,68.5,6.57,64.1,7.65,2.67,0.25,0.59,18.43,2.33,0.38,0.63,2.83,1,0
STU20220289,70.45,20.18,95.78,6.64,77.3,14.15,77.42,22.87,3.28,0.43,1.22,14.27,9.41,0.93,-0.23,1.83,1,1
STU20230290,60.83,3.58,75.62,3.84,76.65,6.37,77.55,2.56,3.07,0.15,0.46,19.88,1.01,0.39,0.22,2.33,1,0
STU20200291,84.18,3.49,78.58,4.55,82.1,3.55,78.88,6.91,3.2,0.13,0.36,17.52,2.67,0.17,0.34,3.33,0,0
STU20210292,83.37,13.59,60.62,20.41,72.37,20.62,57.98,16.28,2.55,0.39,1.19,3.45,4.3,0.54,0.03,3.33,1,1
STU20210293,88.13,13.0,55.62,8.33,68.57,20.81,68.82,15.36,2.62,0.43,1.07,18.88,4.61,0.93,0.43,2.17,1,1
STU20210294,83.63,11.53,70.6,20.49,65.12,18.64,74.62,22.86,2.81,0.45,1.36,8.62,4.91,1.36,-0.79,2.0,1,1
STU20200295,80.78,3.29,77.78,3.91,80.3,5.04,80.7,6.86,3.19,0.14,0.49,14.78,2.68,0.22,0.06,3.17,1,0
STU20220296,62.77,1.67,65.73,6.74,67.07,5.49,63.3,1.15,2.61,0.14,0.42,16.73,1.49,0.04,0.71,1.67,1,0
STU20210297,87.97,4.76,67.08,4.21,72.55,6.52,68.52,8.96,2.78,0.24,0.72,15.47,1.62,0.64,0.7,3.0,1,0
STU20230298,83.43,3.53,88.62,2.06,83.13,6.05,87.17,5.41,3.44,0.16,0.47,14.55,0.95,0.26,0.38,1.5,1,0
STU20210299,57.12,4.94,66.15,4.15,67.13,4.72,68.25,3.83,2.69,0.11,0.36,8.2,1.44,0.19,0.32,3.17,1,0
STU20210300,88.1,6.09,59.88,4.08,62.15,8.82,61.47,8.19,2.45,0.18,0.54,13.12,1.99,0.23,0.61,3.67,1,0
STU20230301,85.15,12.41,76.43,16.86,68.62,26.47,68.13,19.69,2.81,0.49,1.28,11.12,4.99,0.69,-0.79,3.33,0,1
STU20230302,75.88,3.19,60.97,4.45,58.87,5.0,60.32,5.98,2.4,0.15,0.39,14.38,1.58,0.02,-0.04,2.67,0,0
STU20200303,75.65,1.84,64.57,2.76,58.37,6.47,60.83,3.61,2.44,0.09,0.25,12.53,1.66,0.13,0.11,2.0,1,0
STU20220304,73.15,3.57,78.38,3.48,77.72,5.71,79.22,6.45,3.14,0.18,0.48,18.45,2.11,0.27,0.36,2.17,0,0
STU20200305,68.9,2.2,75.07,3.65,76.33,5.06,73.65,4.69,3.0,0.08,0.22,10.57,0.75,0.14,-0.12,1.17,1,0
STU20210306,75.28,21.13,74.8,16.51,63.85,25.88,78.97,15.65,2.91,0.6,1.51,17.53,4.98,1.39,-0.73,2.0,1,1
STU20210307,88.87,10.17,59.13,19.29,66.23,25.67,67.77,18.16,2.6,0.3,0.71,18.17,6.81,0.4,-0.77,1.67,1,1
STU20200308,83.52,5.93,56.43,6.11,58.33,5.49,55.97,7.94,2.28,0.25,0.62,25.45,1.14,0.33,0.51,2.0,1,0
STU20220309,60.95,4.09,72.55,3.56,77.02,4.49,73.0,6.98,2.97,0.16,0.5,16.42,1.19,0.11,0.69,2.33,1,0
STU20210310,86.85,3.15,92.38,4.49,94.3,4.82,91.53,2.02,3.71,0.1,0.28,27.22,1.69,0.12,-0.62,2.0,1,0
STU20200311,63.47,6.86,42.42,29.25,52.82,14.98,47.45,15.99,1.92,0.59,1.73,17.27,3.69,1.73,0.05,3.5,1,1
STU20220312,69.92,15.72,59.85,25.32,74.08,27.75,89.72,15.44,3.07,0.41,1.23,18.12,4.72,1.23,-0.55,3.17,1,1
STU20220313,65.8,11.88,50.98,11.54,66.98,28.64,49.52,18.77,2.24,0.64,1.81,4.2,5.81,0.42,-0.78,3.0,1,1
STU20210314,75.45,16.29,63.95,18.34,58.83,23.93,82.28,21.83,2.78,0.48,1.58,21.72,7.33,1.19,-0.11,2.5,1,1
STU20220315,64.32,14.75,65.65,13.28,69.25,21.5,88.55,11.25,3.04,0.52,1.6,16.78,8.98,0.94,0.46,1.83,1,1
STU20220316,77.72,2.36,56.43,1.6,52.98,3.22,60.28,2.83,2.27,0.09,0.3,17.25,2.05,0.3,-0.32,1.67,1,0
STU20210317,74.93,2.65,77.65,3.12,76.55,5.97,76.95,3.69,3.08,0.15,0.39,15.02,1.5,0.04,0.57,2.83,1,0
STU20230318,89.27,10.82,47.25,24.66,57.4,24.26,58.6,28.05,2.21,0.83,2.25,12.92,7.61,1.63,0.68,3.33,1,1
STU20200319,76.8,20.85,57.22,17.79,68.57,20.53,56.83,26.08,2.44,0.56,1.5,19.9,8.03,1.37,-0.06,3.5,1,1
STU20220320,66.13,2.73,84.53,3.66,82.37,4.96,82.28,2.9,3.32,0.13,0.39,11.27,0.48,0.39,0.21,2.5,1,0
STU20220321,91.7,3.7,77.08,1.79,73.62,2.29,75.43,3.0,3.01,0.05,0.16,8.28,1.64,0.14,0.45,1.83,1,0
STU20220322,71.02,4.8,70.92,4.16,71.67,4.58,72.78,4.22,2.88,0.13,0.34,9.48,1.96,0.1,0.71,3.0,0,0
STU20220323,74.6,17.33,65.77,24.2,63.22,23.22,83.97,15.9,2.88,0.7,2.06,13.28,8.16,1.44,0.4,1.67,1,1
STU20220324,83.23,3.3,72.95,4.62,73.92,2.89,74.35,2.77,2.96,0.05,0.14,14.57,2.52,0.08,-0.09,2.67,1,0
STU20210325,76.85,14.98,46.08,21.19,71.12,21.94,55.73,18.0,2.35,0.29,0.84,19.22,7.16,0.65,-0.29,1.67,1,1
STU20230326,80.77,3.78,77.02,5.81,74.85,4.04,76.37,4.64,3.04,0.17,0.46,11.75,1.81,0.36,0.22,2.83,1,0
STU20200327,90.6,3.9,53.12,3.9,55.22,5.15,55.28,5.23,2.19,0.15,0.46,13.72,2.47,0.28,0.22,2.17,1,0
STU20200328,77.62,3.62,80.03,2.89,73.17,11.21,78.2,5.54,3.08,0.23,0.61,15.47,1.61,0.49,0.57,2.17,1,0
STU20200329,73.18,2.73,74.52,5.46,70.95,5.83,71.6,2.22,2.88,0.15,0.43,27.47,0.85,0.18,0.12,1.5,1,0
STU20230330,92.88,2.64,97.17,3.32,98.58,1.57,97.68,3.72,3.92,0.09,0.24,17.23,3.69,0.12,0.22,2.5,0,0
STU20200331,78.07,12.55,77.83,18.13,79.43,21.44,71.52,20.92,3.04,0.44,1.41,16.18,3.7,1.41,-0.45,2.67,1,1
STU20200332,74.22,3.78,57.27,5.68,56.47,3.09,60.25,3.74,2.33,0.08,0.22,17.65,1.41,0.15,-0.66,1.67,1,0
STU20210333,88.63,1.68,68.35,2.4,69.23,3.58,73.85,3.77,2.84,0.05,0.16,17.15,2.41,0.07,-0.76,3.33,1,0
STU20230334,83.03,8.99,75.53,17.78,62.23,21.38,69.63,22.72,2.74,0.33,0.97,17.5,6.12,0.41,0.4,1.67,1,1
STU20230335,84.85,2.38,79.05,3.96,83.07,4.84,74.47,3.82,3.14,0.15,0.36,13.85,2.14,0.08,0.65,2.0,1,0
STU20200336,86.45,4.23,47.73,4.09,43.62,4.59,49.23,4.84,1.88,0.12,0.35,10.9,1.19,0.24,0.21,2.33,1,0
STU20200337,89.98,2.86,51.67,5.11,57.23,4.18,56.15,4.53,2.22,0.16,0.41,17.73,1.62,0.31,0.23,2.17,1,0
STU20230338,86.32,4.42,81.5,6.17,84.48,5.34,82.02,4.2,3.31,0.15,0.43,14.92,2.15,0.13,0.51,1.83,0,0
STU20230339,67.17,4.68,100.0,0.0,100.0,0.0,100.0,0.0,4.0,0.0,0.0,12.28,1.63,0.0,0.0,3.5,1,0
STU20200340,86.07,3.9,77.62,3.54,76.55,2.45,80.37,6.99,3.13,0.14,0.39,8.82,1.37,0.27,-0.7,1.33,1,0
STU20200341,91.7,4.03,78.13,2.11,74.67,5.68,73.33,9.35,3.0,0.18,0.49,10.67,1.65,0.17,0.42,2.17,1,0
STU20220342,82.78,4.47,64.38,7.34,61.88,4.64,63.9,4.87,2.53,0.17,0.45,25.98,1.67,0.01,0.55,1.33,0,0
STU20210343,61.02,5.08,70.73,4.31,71.32,7.18,70.47,4.79,2.83,0.19,0.6,15.72,2.05,0.13,0.65,3.17,1,0
STU20210344,85.25,1.96,59.83,2.99,60.22,4.58,58.2,6.5,2.37,0.15,0.4,10.75,1.63,0.31,0.44,1.67,1,0
STU20230345,60.02,16.2,65.07,20.48,78.12,19.76,74.9,14.7,2.94,0.47,1.27,14.48,2.55,1.27,0.52,2.33,1,1
STU20200346,88.55,2.35,83.13,1.83,81.33,6.96,78.12,3.62,3.22,0.11,0.32,4.62,1.25,0.04,0.26,2.33,1,0
STU20230347,99.08,1.44,75.35,5.82,78.63,8.74,78.0,3.22,3.1,0.15,0.43,12.92,1.1,0.38,-0.37,1.33,1,0
STU20230348,72.38,4.31,98.83,1.35,96.78,3.25,98.75,1.82,3.92,0.06,0.17,16.6,1.73,0.15,0.05,2.5,1,0
STU20200349,75.45,7.48,38.13,16.17,61.43,18.5,67.93,24.58,2.33,0.41,1.02,20.63,7.51,0.86,-0.47,2.5,1,1
STU20230350,80.85,1.73,76.92,3.65,77.55,7.47,74.13,4.2,3.04,0.16,0.45,19.3,3.11,0.35,-0.3,3.33,1,0
STU20220351,80.42,2.65,70.62,6.5,71.1,4.89,71.98,4.44,2.85,0.16,0.45,10.62,1.98,0.24,0.05,2.5,1,0
STU20200352,93.97,2.38,59.55,3.21,56.08,7.23,57.33,4.66,2.3,0.13,0.36,15.7,2.55,0.32,-0.4,2.33,1,0
STU20210353,76.9,10.64,84.85,11.01,77.37,21.82,84.93,15.39,3.29,0.42,1.13,15.07,7.85,0.82,0.38,2.0,0,1
STU20230354,81.9,18.95,49.48,25.06,57.12,19.63,60.52,21.46,2.26,0.54,1.57,12.18,6.33,0.66,-0.09,2.83,1,1
STU20230355,80.85,3.68,81.45,4.62,78.68,4.83,82.52,6.47,3.24,0.14,0.46,11.82,2.46,0.33,0.84,3.5,1,0
STU20200356,94.67,8.91,60.12,15.77,63.1,28.75,69.95,26.57,2.6,0.69,1.81,20.98,8.18,1.5,0.42,3.67,1,1
STU20230357,69.62,13.57,55.35,19.01,56.08,24.2,72.6,14.01,2.5,0.31,0.89,19.3,6.68,0.76,-0.1,2.33,0,1
STU20220358,89.1,4.39,55.23,5.68,58.07,4.34,56.83,4.3,2.28,0.12,0.35,14.4,1.92,0.24,0.35,2.0,0,0
STU20210359,100.0,0.0,69.38,5.22,67.12,6.99,69.73,5.91,2.75,0.19,0.49,13.75,2.77,0.46,0.0,2.0,1,0
STU20200360,73.13,3.96,68.27,2.89,69.45,6.22,66.57,3.43,2.72,0.11,0.28,12.88,1.25,0.16,-0.35,3.0,1,0
STU20200361,74.43,22.9,68.27,29.85,70.18,26.57,68.03,24.21,2.75,0.83,2.24,5.03,4.23,1.58,0.49,2.67,1,1
STU20200362,76.95,2.8,48.63,3.43,47.87,5.4,49.93,3.76,1.96,0.11,0.32,11.43,0.97,0.15,0.57,2.0,1,0
STU20230363,76.63,14.49,60.98,29.69,94.53,6.59,64.55,24.26,2.96,0.56,1.69,11.53,6.46,1.08,0.48,2.33,0,1
STU20230364,91.88,12.5,74.2,23.38,43.33,22.14,57.5,22.7,2.27,0.76,1.96,10.3,6.64,1.9,-0.33,3.0,1,1
STU20210365,81.77,3.98,66.25,2.25,65.75,2.34,62.52,3.62,2.58,0.08,0.27,23.13,2.27,0.14,-0.14,3.17,1,0
STU20220366,57.38,16.63,94.88,9.2,73.32,19.5,89.72,14.06,3.41,0.3,0.97,14.42,6.12,0.65,0.8,1.67,1,1
STU20200367,81.52,16.47,74.32,13.02,65.78,20.3,62.03,20.42,2.66,0.47,1.51,22.3,9.12,1.08,-0.11,1.5,1,1
STU20220368,63.8,13.8,72.83,17.41,59.67,19.25,92.2,10.01,3.04,0.47,1.39,12.35,4.37,0.88,-0.45,1.5,0,1
STU20230369,75.05,2.15,89.03,3.16,85.62,6.76,84.92,3.59,3.45,0.14,0.43,11.48,1.66,0.36,-0.01,2.5,1,0
STU20230370,86.03,2.27,78.27,2.44,81.23,2.98,82.78,4.99,3.25,0.06,0.16,26.2,1.47,0.12,-0.42,1.5,1,0
